Number,TEOS concentration,Alcohol concentration,Ammonia concentration,Water concentration,NaCl concentration,Agitation,Temperature,Time,Mixture volume,Mixture mass,Mixture mass error,Container volume,Aggregate speed,Size,Standard deviation,Polydispersity,Measurement technique,Concentration Units,Alcohol,Year,Reference
471,0.350,12.14,1.09,11.67,0,250,20,1440,,,,,,564,5,,SEM,M,EtOH,2019,Suna2019
472,0.500,12.14,1.09,11.67,0,250,20,1440,,,,,,679,3,,SEM,M,EtOH,2019,Suna2019
473,0.750,12.14,1.09,11.67,0,250,20,1440,,,,,,838,5,,SEM,M,EtOH,2019,Suna2019
474,0.250,12.14,1.09,11.67,0,250,20,30,,,,,0.1,218,17,,SEM,M,EtOH,2019,Suna2019
475,0.250,12.14,1.09,11.67,0,250,20,61,,,,,0.1,623,6,,SEM,M,EtOH,2019,Suna2019
476,0.250,12.14,1.09,11.67,0,250,20,118,,,,,0.1,663,7,,SEM,M,EtOH,2019,Suna2019
477,0.250,12.14,1.09,11.67,0,250,20,237,,,,,0.1,671,6,,SEM,M,EtOH,2019,Suna2019
478,0.250,12.14,1.09,11.67,0,250,20,476,,,,,0.1,669,7,,SEM,M,EtOH,2019,Suna2019
479,0.250,12.14,1.09,11.67,0,250,20,1416,,,,,0.1,656,7,,SEM,M,EtOH,2019,Suna2019
480,0.250,12.14,1.09,11.67,0,250,20,2888,,,,,0.1,677,6,,SEM,M,EtOH,2019,Suna2019
481,0.250,12.14,1.09,11.67,0,250,20,4,,,,,,255,14,,SEM,M,EtOH,2019,Suna2019
482,0.250,12.14,1.09,11.67,0,250,20,10,,,,,,405,6,,SEM,M,EtOH,2019,Suna2019
483,0.250,12.14,1.09,11.67,0,250,20,30,,,,,,532,4,,SEM,M,EtOH,2019,Suna2019
484,0.250,12.14,1.09,11.67,0,250,20,122,,,,,,545,4,,SEM,M,EtOH,2019,Suna2019
485,0.250,12.14,1.09,11.67,0,250,20,237,,,,,,537,4,,SEM,M,EtOH,2019,Suna2019
486,0.250,12.14,1.09,11.67,0,250,20,469,,,,,,529,4,,SEM,M,EtOH,2019,Suna2019
487,0.250,12.14,1.09,11.67,0,250,20,1396,,,,,,537,4,,SEM,M,EtOH,2019,Suna2019
488,0.125,12.14,1.09,11.67,0,250,20,1440,,,,,0.02,453,14,,SEM,M,EtOH,2019,Suna2019
489,0.250,12.14,1.09,11.67,0,250,20,1440,,,,,0.02,586,9,,SEM,M,EtOH,2019,Suna2019
490,0.125,12.14,1.09,11.67,0,250,20,1440,,,,,0.1,418,7,,SEM,M,EtOH,2019,Suna2019
491,0.250,12.14,1.09,11.67,0,250,20,1440,,,,,0.1,540,11,,SEM,M,EtOH,2019,Suna2019
492,0.125,12.14,1.09,11.67,0,250,20,1440,,,,,,390,5,,SEM,M,EtOH,2019,Suna2019
493,0.250,12.14,1.09,11.67,0,250,20,1440,,,,,,485,4,,SEM,M,EtOH,2019,Suna2019
494,0.250,12.14,1.09,11.67,0,0,20,7.5,,,,,,195,17,,SEM,M,EtOH,2019,Suna2019
495,0.250,12.14,1.09,11.67,0,0,20,30,,,,,,287,21,,SEM,M,EtOH,2019,Suna2019
496,0.250,12.14,1.09,11.67,0,0,20,120,,,,,,304,24,,SEM,M,EtOH,2019,Suna2019
497,0.250,12.14,1.09,11.67,0,250,20,7.5,,,,,,303,8,,SEM,M,EtOH,2019,Suna2019
498,0.250,12.14,1.09,11.67,0,250,20,30,,,,,,440,5,,SEM,M,EtOH,2019,Suna2019
499,0.250,12.14,1.09,11.67,0,250,20,120,,,,,,460,4,,SEM,M,EtOH,2019,Suna2019
500,0.250,12.14,1.09,11.67,0,810,20,7.5,,,,,,326,7,,SEM,M,EtOH,2019,Suna2019
501,0.250,12.14,1.09,11.67,0,810,20,30,,,,,,442,4,,SEM,M,EtOH,2019,Suna2019
502,0.250,12.14,1.09,11.67,0,810,20,120,,,,,,474,4,,SEM,M,EtOH,2019,Suna2019
503,0.500,,0.05,9.00,0,,,960,,,,,,68,,,SEM,M,EtOH,2015,10.1166/jnn.2015.19595
504,0.500,,0.25,9.00,0,,,960,,,,,,220,,,SEM,M,EtOH,2015,10.1166/jnn.2015.19595
505,0.500,,0.50,9.00,0,,,960,,,,,,350,,,SEM,M,EtOH,2015,10.1166/jnn.2015.19595
506,0.500,,1.00,9.00,0,,,960,,,,,,660,,,SEM,M,EtOH,2015,10.1166/jnn.2015.19595
507,0.500,,1.50,9.00,0,,,960,,,,,,830,,,SEM,M,EtOH,2015,10.1166/jnn.2015.19595
508,0.500,,1.75,9.00,0,,,960,,,,,,910,,,SEM,M,EtOH,2015,10.1166/jnn.2015.19595
509,0.250,,0.10,7.50,0,,45,1440,,,,,,20,9,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
510,0.250,,0.14,12.00,0,,55,1440,,,,,,17,10,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
511,0.250,,0.18,17.50,0,,65,1440,,,,,,21,10,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
512,0.250,,0.22,24.00,0,,75,1440,,,,,,21,9,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
513,0.300,,0.14,7.50,0,,65,1440,,,,,,17,10,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
514,0.300,,0.10,12.00,0,,75,1440,,,,,,8,17,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
515,0.300,,0.22,17.50,0,,45,1440,,,,,,34,11,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
516,0.300,,0.18,24.00,0,,55,1440,,,,,,23,12,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
517,0.350,,0.18,7.50,0,,75,1440,,,,,,19,9,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
518,0.350,,0.22,12.00,0,,65,1440,,,,,,32,9,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
519,0.350,,0.10,17.50,0,,55,1440,,,,,,8,10,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
520,0.350,,0.14,24.00,0,,45,1440,,,,,,17,11,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
521,0.400,,0.22,7.50,0,,55,1440,,,,,,37,10,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
522,0.400,,0.18,12.00,0,,45,1440,,,,,,33,10,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
523,0.400,,0.14,17.50,0,,75,1440,,,,,,6,13,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
524,0.400,,0.10,24.00,0,,65,1440,,,,,,6,15,,TEM,M,EtOH,2019,10.1007/s10971-019-05025-z
525,0.197,20.81,1.41,12.52,0,,20,60,,,,,,376,8,,TEM,M,MeOH,2012,10.1021/la301351k
526,0.169,17.90,2.38,15.51,0,,20,60,,,,,,377,11,,TEM,M,MeOH,2012,10.1021/la301351k
527,0.065,21.41,1.46,12.86,0,,20,60,,,,,,243,14,,TEM,M,MeOH,2012,10.1021/la301351k
528,0.222,23.51,0.52,9.75,0,,20,60,,,,,,127,13,,TEM,M,MeOH,2012,10.1021/la301351k
529,0.210,22.24,0.41,12.44,0,,20,60,,,,,,98,16,,TEM,M,MeOH,2012,10.1021/la301351k
530,0.197,20.81,1.41,12.52,0,,20,60,,,,,,390,23,,DLS,M,MeOH,2012,10.1021/la301351k
531,0.169,17.90,2.38,15.51,0,,20,60,,,,,,405,19,,DLS,M,MeOH,2012,10.1021/la301351k
532,0.065,21.41,1.46,12.86,0,,20,60,,,,,,276,20,,DLS,M,MeOH,2012,10.1021/la301351k
533,0.222,23.51,0.52,9.75,0,,20,60,,,,,,151,23,,DLS,M,MeOH,2012,10.1021/la301351k
534,0.210,22.24,0.41,12.44,0,,20,60,,,,,,124,19,,DLS,M,MeOH,2012,10.1021/la301351k
535,13.19,84.89,0.48,1.44,0,,25,300,,636,,,,13,,0.35,DLS,%m/m,IMS,2018,10.1007/s10971-018-4821-9
536,13.21,82.52,0.47,3.79,0,,25,300,,636,,,,32,,0.20,DLS,%m/m,IMS,2018,10.1007/s10971-018-4821-9
537,13.24,77.76,0.47,8.53,0,,25,300,,636,,,,123,,0.06,DLS,%m/m,IMS,2018,10.1007/s10971-018-4821-9
538,13.21,73.12,0.48,13.20,0,,25,300,,636,,,,234,,0.05,DLS,%m/m,IMS,2018,10.1007/s10971-018-4821-9
539,13.25,68.35,0.48,17.91,0,,25,300,,636,,,,352,,0.06,DLS,%m/m,IMS,2018,10.1007/s10971-018-4821-9
540,13.24,65.15,0.48,21.14,0,,25,300,,636,,,,579,,0.15,DLS,%m/m,IMS,2018,10.1007/s10971-018-4821-9
541,13.21,61.25,0.48,25.06,0,,25,300,,636,,,,727,,0.05,DLS,%m/m,IMS,2018,10.1007/s10971-018-4821-9
542,13.18,57.26,0.47,29.09,0,,25,300,,636,,,,754,,0.09,DLS,%m/m,IMS,2018,10.1007/s10971-018-4821-9
543,13.20,53.46,0.47,32.86,0,,25,300,,636,,,,819,,0.07,DLS,%m/m,IMS,2018,10.1007/s10971-018-4821-9
544,13.23,49.47,0.48,36.81,0,,25,300,,636,,,,677,,0.05,DLS,%m/m,IMS,2018,10.1007/s10971-018-4821-9
545,13.20,45.57,0.48,40.75,0,,25,300,,636,,,,451,,0.02,DLS,%m/m,IMS,2018,10.1007/s10971-018-4821-9
546,13.23,37.64,0.48,48.65,0,,25,300,,636,,,,198,,0.41,DLS,%m/m,IMS,2018,10.1007/s10971-018-4821-9
547,19.65,74.30,0.57,5.48,0,,25,300,,636,,,,16,,,TEM,%m/m,EtOH,2018,10.1007/s10971-018-4821-9
548,19.65,70.52,0.57,9.26,0,,25,300,,636,,,,69,,,TEM,%m/m,EtOH,2018,10.1007/s10971-018-4821-9
549,19.65,62.96,0.57,16.82,0,,25,300,,636,,,,169,,,TEM,%m/m,EtOH,2018,10.1007/s10971-018-4821-9
550,19.65,55.40,0.57,24.38,0,,25,300,,636,,,,359,,,TEM,%m/m,EtOH,2018,10.1007/s10971-018-4821-9
551,19.66,51.61,0.57,28.17,0,,25,300,,636,,,,626,,,TEM,%m/m,EtOH,2018,10.1007/s10971-018-4821-9
552,19.65,47.85,0.57,31.93,0,,25,300,,636,,,,657,,,TEM,%m/m,EtOH,2018,10.1007/s10971-018-4821-9
553,19.66,40.26,0.57,39.51,0,,25,300,,636,,,,483,,,TEM,%m/m,EtOH,2018,10.1007/s10971-018-4821-9
554,19.66,32.70,0.57,47.07,0,,25,300,,636,,,,83,,,TEM,%m/m,EtOH,2018,10.1007/s10971-018-4821-9
555,18.94,20.58,0.55,59.93,0,,25,300,,636,,,,16,,,TEM,%m/m,EtOH,2018,10.1007/s10971-018-4821-9
556,19.66,2.46,0.57,77.32,0,,25,300,,636,,,,10,,,TEM,%m/m,EtOH,2018,10.1007/s10971-018-4821-9
557,0.214,,0.498,5.87,0,150,25,,,,,,,461,,,TEM,M,EtOH,1996,10.1021/ie9602217
558,0.212,,0.997,9.89,0,150,25,,,,,,,615,,,TEM,M,EtOH,1996,10.1021/ie9602217
559,0.212,,2.000,14.90,0,150,25,,,,,,,477,,,TEM,M,EtOH,1996,10.1021/ie9602217
560,0.212,,0.500,9.88,0,150,20,,,,,,,481,,,TEM,M,EtOH,1996,10.1021/ie9602217
561,0.212,,1.000,15.00,0,150,20,,,,,,,446,,,TEM,M,EtOH,1996,10.1021/ie9602217
562,0.212,,2.000,6.00,0,150,20,,,,,,,733,,,TEM,M,EtOH,1996,10.1021/ie9602217
563,0.212,,0.494,14.90,0,150,35,,,,,,,369,,,TEM,M,EtOH,1996,10.1021/ie9602217
564,0.213,,1.990,9.92,0,150,35,,,,,,,689,,,TEM,M,EtOH,1996,10.1021/ie9602217
565,0.212,,0.996,5.98,0,150,35,,,,,,,496,,,TEM,M,EtOH,1996,10.1021/ie9602217
566,0.212,,2.000,6.00,0,150,20,3,,,,,,132,,,TEM,M,EtOH,1996,10.1021/ie9602217
567,0.212,,2.000,6.00,0,150,20,4,,,,,,194,,,TEM,M,EtOH,1996,10.1021/ie9602217
568,0.212,,2.000,6.00,0,150,20,5,,,,,,241,,,TEM,M,EtOH,1996,10.1021/ie9602217
569,0.212,,2.000,6.00,0,150,20,6,,,,,,279,,,TEM,M,EtOH,1996,10.1021/ie9602217
570,0.212,,2.000,6.00,0,150,20,8,,,,,,390,,,TEM,M,EtOH,1996,10.1021/ie9602217
571,0.212,,2.000,6.00,0,150,20,11,,,,,,467,,,TEM,M,EtOH,1996,10.1021/ie9602217
572,0.212,,2.000,6.00,0,150,20,16,,,,,,530,,,TEM,M,EtOH,1996,10.1021/ie9602217
573,0.212,,2.000,6.00,0,150,20,22,,,,,,583,,,TEM,M,EtOH,1996,10.1021/ie9602217
574,0.21,,2.000,6.00,0,150,20,28,,,,,,610,,,TEM,M,EtOH,1996,10.1021/ie9602217
575,0.150,,0.200,8.80,0,,,180,,,,,,274,3,,SEM,M,EtOH,1997,10.1006/jcis.1997.5089
576,0.500,,0.040,2.20,0,,25,689,,,,,,23,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
577,0.50,,0.040,2.20,0,,25,847,,,,,,27,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
578,0.50,,0.040,2.20,0,,25,1023,,,,,,29,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
579,0.50,,0.040,2.20,0,,25,1262,,,,,,31,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
580,0.50,,0.040,2.20,0,,25,1469,,,,,,34,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
581,0.50,,0.040,2.20,0,,25,1657,,,,,,35,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
582,0.50,,0.040,2.20,0,,25,1745,,,,,,35,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
583,0.50,,0.040,2.20,0,,25,1845,,,,,,36,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
584,0.50,,0.040,2.20,0,,25,1958,,,,,,36,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
585,0.50,,0.040,2.20,0,,25,2052,,,,,,37,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
586,0.50,,0.040,2.20,0,,25,2152,,,,,,37,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
587,0.50,,0.040,2.20,0,,25,2258,,,,,,37,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
588,0.50,,0.040,2.20,0,,25,2358,,,,,,37,,,SAXS,M,EtOH,1997,10.1006/jcis.1997.5112
589,0.500,,0.010,1.10,0,,25,,,,,,,9,3,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
590,0.50,,0.010,2.20,0,,25,,,,,,,9,5,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
591,0.50,,0.010,4.40,0,,25,,,,,,,10,2,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
592,0.50,,0.050,1.10,0,,25,,,,,,,8,5,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
593,0.50,,0.100,2.20,0,,25,,,,,,,9,3,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
594,0.50,,0.100,2.20,0,,25,122,,,,,,10,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
595,0.50,,0.100,2.20,0,,25,153,,,,,,7,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
596,0.50,,0.100,2.20,0,,25,184,,,,,,8,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
597,0.50,,0.100,2.20,0,,25,213,,,,,,8,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
598,0.50,,0.100,2.20,0,,25,245,,,,,,10,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
599,0.50,,0.100,2.20,0,,25,274,,,,,,9,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
600,0.50,,0.100,2.20,0,,25,304,,,,,,8,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
601,0.50,,0.100,2.20,0,,25,333,,,,,,9,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
602,0.50,,0.100,2.20,0,,25,362,,,,,,9,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
603,0.50,,0.100,2.20,0,,25,395,,,,,,9,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
604,0.50,,0.100,2.20,0,,25,424,,,,,,9,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
605,0.50,,0.100,2.20,0,,25,453,,,,,,9,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
606,0.50,,0.100,2.20,0,,25,483,,,,,,10,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
607,0.50,,0.100,2.20,0,,25,512,,,,,,9,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
608,0.50,,0.100,2.20,0,,25,544,,,,,,9,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
609,0.50,,0.100,2.20,0,,25,572,,,,,,10,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
610,0.50,,0.100,2.20,0,,25,603,,,,,,10,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
611,0.50,,0.100,2.20,0,,25,631,,,,,,10,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
612,0.50,,0.100,2.20,0,,25,663,,,,,,9,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
613,0.50,,0.100,2.20,0,,25,693,,,,,,9,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
614,0.50,,0.100,2.20,0,,25,722,,,,,,10,,,SAXS,M,MeOH,2003,10.1016/s0021-9797(03)00610-6
615,0.50,,0.100,2.20,0,,25,154,,,,,,17,,,SAXS,M,EtOH,2003,10.1016/s0021-9797(03)00610-6
616,0.50,,0.100,2.20,0,,25,210,,,,,,16,,,SAXS,M,EtOH,2003,10.1016/s0021-9797(03)00610-6
617,0.20,,1.00,8.5,0,,25,120,50,,,,,319,19,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
618,0.20,,1.00,9.0,0,,25,120,50,,,,,393,15,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
619,0.20,,1.00,9.5,0,,25,120,50,,,,,381,11,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
620,0.20,,1.00,10.5,0,,25,120,50,,,,,364,7,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
621,0.20,,1.00,10.0,0,,25,120,50,,,,,542,6,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
622,0.20,,1.00,11.0,0,,25,120,50,,,,,457,6,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
623,0.20,,1.00,11.5,0,,25,120,50,,,,,409,13,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
624,0.20,,1.00,12.0,0,,25,120,50,,,,,408,15,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
625,0.20,,1.00,12.5,0,,25,120,50,,,,,390,9,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
626,0.20,,1.00,13.0,0,,25,120,50,,,,,331,11,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
627,0.20,,1.00,13.5,0,,25,120,50,,,,,382,8,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
628,0.28,,1.00,8.0,0,,25,120,50,,,,,807,6,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
629,0.28,,1.00,10.0,0,,25,120,50,,,,,565,6,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
630,0.28,,1.00,12.5,0,,25,120,50,,,,,246,22,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
631,0.20,,0.25,10.0,0,,25,120,50,,,,,297,9,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
632,0.20,,1.00,10.0,0,,25,120,50,,,,,547,8,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
633,0.20,,1.25,10.0,0,,25,120,50,,,,,660,6,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
634,0.20,,2.00,10.0,0,,25,120,50,,,,,724,8,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
635,0.20,,2.25,10.0,0,,25,120,50,,,,,592,9,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
636,0.20,,2.50,10.0,0,,25,120,50,,,,,562,7,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
637,0.28,,0.25,8.0,0,,25,120,50,,,,,278,8,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
638,0.28,,0.5,8.0,0,,25,120,50,,,,,326,14,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
639,0.28,,1.0,8.0,0,,25,120,50,,,,,806,6,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
640,0.28,,1.5,8.0,0,,25,120,50,,,,,771,9,,SEM,M,EtOH,2006,10.4028/www.scientific.net/msf.509.187
641,0.67,,0.54,4.2,0,,20,300,,,,,,680,7,,SEM,M,IPA,2010,10.1016/j.jcis.2009.09.018
642,0.75,,0.6,4.7,0,,20,300,,,,,,783,5,,SEM,M,IPA,2010,10.1016/j.jcis.2009.09.018
643,0.90,,0.7,5.6,0,,20,300,,,,,,820,4,,SEM,M,IPA,2010,10.1016/j.jcis.2009.09.018
644,1.12,,0.9,7.0,0,,20,300,,,,,,860,3,,SEM,M,IPA,2010,10.1016/j.jcis.2009.09.018
645,1.24,,1.0,7.8,0,,5,300,,,,,,930,3,,SEM,M,IPA,2010,10.1016/j.jcis.2009.09.018
646,0.75,,0.5,4.7,0,,20,300,,,,,,508,15,,SEM,M,IPA,2010,10.1016/j.jcis.2009.09.018
647,0.75,,0.6,4.7,0,,20,300,,,,,,783,3,,SEM,M,IPA,2010,10.1016/j.jcis.2009.09.018
648,0.75,,0.8,4.7,0,,20,300,,,,,,873,3,,SEM,M,IPA,2010,10.1016/j.jcis.2009.09.018
649,0.75,,0.6,4.7,0,,20,300,,,,,,783,3,,SEM,M,IPA,2010,10.1016/j.jcis.2009.09.018
650,0.75,,0.6,6.0,0,,20,300,,,,,,799,5,,SEM,M,IPA,2010,10.1016/j.jcis.2009.09.018
651,0.75,,0.6,9.0,0,,20,300,,,,,,753,7,,SEM,M,IPA,2010,10.1016/j.jcis.2009.09.018
652,0.75,,0.6,4.7,0,,20,300,,,,,,170,29,,SEM,M,EtOH,2010,10.1016/j.jcis.2009.09.018
653,0.07,0.40,0.0030,0.2,0,,45,,,,,,,5,20,0.122,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
654,0.06,0.40,0.0020,0.2,0,,45,,,,,,,21,33,0.136,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
655,0.06,0.40,0.0045,0.2,0,,45,,,,,,,30,20,0.141,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
656,0.05,0.40,0.0015,0.2,0,,45,,,,,,,18,22,0.132,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
657,0.05,0.40,0.0030,0.2,0,,45,,,,,,,23,22,0.102,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
658,0.05,0.40,0.0070,0.2,0,,45,,,,,,,28,29,0.113,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
659,0.04,0.40,0.0020,0.2,0,,45,,,,,,,18,28,0.105,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
660,0.04,0.40,0.0045,0.2,0,,45,,,,,,,18,22,0.072,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
661,0.04,0.40,0.0030,0.2,0,,45,,,,,,,15,27,0.103,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
662,0.07,0.60,0.0030,0.1,0,,45,,,,,,,16,25,0.160,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
663,0.07,0.60,0.0030,0.4,0,,45,,,,,,,21,24,0.111,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
664,0.07,0.20,0.0030,0.1,0,,45,,,,,,,34,79,0.122,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
665,0.07,0.20,0.0030,0.4,0,,45,,,,,,,21,38,0.206,TEM,mol,EtOH,2009,10.1016/j.cplett.2008.12.031
666,0.18,,0.5,9.0,0,,20,240,,,,,,250,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
667,0.18,,1.1,9.0,0,,20,240,,,,,,230,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
668,0.18,,1.4,9.0,0,,20,240,,,,,,281,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
669,0.18,,1.6,9.0,0,,20,240,,,,,,261,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
670,0.18,,2.0,9.0,0,,20,240,,,,,,299,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
671,0.18,,2.5,9.0,0,,20,240,,,,,,339,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
672,0.18,,1.1,9.0,0,,20,240,,,,,,270,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
673,0.18,,1.5,9.0,0,,20,240,,,,,,365,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
674,0.18,,1.4,9.0,0,,20,240,,,,,,402,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
675,0.18,,1.7,9.0,0,,20,240,,,,,,459,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
676,0.18,,2.1,9.0,0,,20,240,,,,,,477,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
677,0.18,,2.5,9.0,0,,20,240,,,,,,587,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
678,0.18,,3.0,9.0,0,,20,240,,,,,,661,,,DLS,M,EtOH,2011,10.1134/s1061933x11040156
679,0.10,13.46,1.12,8.4,0,400,40,120,15,,,,,274,,0.040,SEM,M,EtOH,2011,10.1016/j.cej.2011.05.019
680,0.17,21.91,1.26,2.8,0,400,40,120,15,,,,,195,,0.018,SEM,M,EtOH,2011,10.1016/j.cej.2011.05.019
681,0.10,13.46,1.12,8.4,0,400,40,120,15,,,,,58,,0.043,SEM,M,MeOH,2011,10.1016/j.cej.2011.05.019
682,0.21,10.00,2.0,,0,200,26,1440,4000,,,,,327,4,,SEM,M,EtOH,2006,10.1049/mnl.2016.0189 
683,0.21,10.00,2.0,,0,400,26,1440,4000,,,,,339,6,,SEM,M,EtOH,2006,10.1049/mnl.2016.0189 
684,0.21,10.00,2.0,,0,800,26,1440,4000,,,,,328,8,,SEM,M,EtOH,2006,10.1049/mnl.2016.0189 
685,0.21,10.00,2.0,,0,1200,26,1440,4000,,,,,308,10,,SEM,M,EtOH,2006,10.1049/mnl.2016.0189 
686,0.21,10.00,2.0,,0,800,12,1440,4000,,,,,521,5,,SEM,M,EtOH,2006,10.1049/mnl.2016.0189 
687,0.21,10.00,2.0,,0,800,18,1440,4000,,,,,481,5,,SEM,M,EtOH,2006,10.1049/mnl.2016.0189 
688,0.21,10.00,2.0,,0,800,32,1440,4000,,,,,232,10,,SEM,M,EtOH,2006,10.1049/mnl.2016.0189 
689,0.21,10.00,2.0,,0,800,40,1440,4000,,,,,181,10,,SEM,M,EtOH,2006,10.1049/mnl.2016.0189 
